"county","state","home_affordability","cum_county","cum_home_affordability"
"Rock","Wisconsin","3","53.04%","69.99%"
"Callaway","Missouri","3","53.08%","70.02%"
"Ector","Texas","3","53.11%","70.05%"
"McClain","Oklahoma","3","53.14%","70.08%"
"Walthall","Mississippi","3","53.17%","70.1%"
"Meriwether","Georgia","3","53.2%","70.13%"
"Lynn","Texas","3","53.23%","70.16%"
"Murray","Georgia","3","53.26%","70.19%"
"Montgomery","Georgia","3","53.29%","70.22%"
"Adams","Indiana","3","53.32%","70.25%"
"Susquehanna","Pennsylvania","3","53.35%","70.27%"
"Kane","Illinois","3","53.38%","70.3%"
"Gallatin","Kentucky","3","53.42%","70.33%"
"Sioux","Iowa","3","53.45%","70.36%"
"Berrien","Georgia","3","53.48%","70.39%"
"Red River Parish","Louisiana","3","53.51%","70.41%"
"Crawford","Arkansas","3","53.54%","70.44%"
"Assumption Parish","Louisiana","3","53.57%","70.47%"
"Adair","Kentucky","3","53.6%","70.5%"
"Mobile","Alabama","3","53.63%","70.53%"
"St. Louis","Missouri","3","53.66%","70.56%"
"DeWitt","Texas","3","53.69%","70.58%"
"Pepin","Wisconsin","3","53.72%","70.61%"
"Pike","Ohio","3","53.76%","70.64%"
"Kenton","Kentucky","3","53.79%","70.67%"
"Poweshiek","Iowa","3","53.82%","70.7%"
"St. Francois","Missouri","3","53.85%","70.73%"
"Carbon","Wyoming","3","53.88%","70.75%"
"Keweenaw","Michigan","3","53.91%","70.78%"
"Cuming","Nebraska","3","53.94%","70.81%"
"Turner","Georgia","3","53.97%","70.84%"
"Allen","Kentucky","3","54%","70.87%"
"Greenwood","South Carolina","3","54.03%","70.89%"
"Caldwell","Missouri","3","54.06%","70.92%"
"Finney","Kansas","3","54.1%","70.95%"
"Jefferson","Missouri","3","54.13%","70.98%"
"Ray","Missouri","3","54.16%","71.01%"
"Hardin","Texas","3","54.19%","71.03%"
"Tattnall","Georgia","3","54.22%","71.06%"
"St. Louis","Minnesota","3","54.25%","71.09%"
"Steele","Minnesota","3","54.28%","71.12%"
"Caswell","North Carolina","3","54.31%","71.15%"
"Webster","Georgia","3","54.34%","71.18%"
"Moniteau","Missouri","3","54.37%","71.2%"
"Knott","Kentucky","3","54.4%","71.23%"
"Champaign","Illinois","3","54.44%","71.26%"
"Colbert","Alabama","3","54.47%","71.29%"
"Jackson","West Virginia","3","54.5%","71.32%"
"Upson","Georgia","3","54.53%","71.34%"
"Clinton","Pennsylvania","3","54.56%","71.37%"
"Pittsylvania","Virginia","3","54.59%","71.4%"
"Hamilton","Nebraska","3","54.62%","71.43%"
"Monroe","Michigan","3","54.65%","71.46%"
"St. James Parish","Louisiana","3","54.68%","71.48%"
"Livingston Parish","Louisiana","3","54.71%","71.51%"
"Allamakee","Iowa","3","54.74%","71.54%"
"Daniels","Montana","3","54.78%","71.57%"
"Switzerland","Indiana","3","54.81%","71.6%"
"Todd","Kentucky","3","54.84%","71.62%"
"Gloucester","New Jersey","3","54.87%","71.65%"
"Sharkey","Mississippi","3","54.9%","71.68%"
"Bibb","Georgia","3","54.93%","71.71%"
"Dubois","Indiana","3","54.96%","71.73%"
"Salem","New Jersey","3","54.99%","71.76%"
"Talladega","Alabama","3","55.02%","71.79%"
"Greene","Arkansas","3","55.05%","71.82%"
"Sedgwick","Colorado","3","55.09%","71.85%"
"Coosa","Alabama","3","55.12%","71.87%"
"Grant","Wisconsin","3","55.15%","71.9%"
"Red River","Texas","3","55.18%","71.93%"
"Washington","Indiana","3","55.21%","71.96%"
"Rensselaer","New York","3","55.24%","71.99%"
"Jasper","Indiana","3","55.27%","72.01%"
"Dinwiddie","Virginia","3","55.3%","72.04%"
"Carroll","Tennessee","3","55.33%","72.07%"
"Adair","Oklahoma","3","55.36%","72.1%"
"Ashland","Wisconsin","3","55.39%","72.13%"
"Clinton","Ohio","3","55.43%","72.15%"
"Bullock","Alabama","3","55.46%","72.18%"
"Hillsdale","Michigan","3","55.49%","72.21%"
"Smith","Mississippi","3","55.52%","72.24%"
"Geneva","Alabama","3","55.55%","72.26%"
"Carroll","Indiana","2","55.58%","72.29%"
"Lorain","Ohio","2","55.61%","72.32%"
"LaPorte","Indiana","2","55.64%","72.35%"
"Yalobusha","Mississippi","2","55.67%","72.38%"
"Rockcastle","Kentucky","2","55.7%","72.4%"
"Etowah","Alabama","2","55.73%","72.43%"
"Creek","Oklahoma","2","55.77%","72.46%"
"Cleveland","Arkansas","2","55.8%","72.49%"
"Pointe Coupee Parish","Louisiana","2","55.83%","72.51%"
"Shawano","Wisconsin","2","55.86%","72.54%"
"Iosco","Michigan","2","55.89%","72.57%"
"Andrews","Texas","2","55.92%","72.6%"
"Meade","Kentucky","2","55.95%","72.62%"
"Houston","Alabama","2","55.98%","72.65%"
"Roscommon","Michigan","2","56.01%","72.68%"
"Dawes","Nebraska","2","56.04%","72.71%"
"Brantley","Georgia","2","56.07%","72.74%"
"Athens","Ohio","2","56.11%","72.76%"
"Branch","Michigan","2","56.14%","72.79%"
"Ross","Ohio","2","56.17%","72.82%"
"Brown","South Dakota","2","56.2%","72.85%"
"Dent","Missouri","2","56.23%","72.87%"
"Clarke","Alabama","2","56.26%","72.9%"
"Marion","Alabama","2","56.29%","72.93%"
"Jefferson","Kansas","2","56.32%","72.96%"
"Wyoming","Pennsylvania","2","56.35%","72.98%"
"Peach","Georgia","2","56.38%","73.01%"
"Fleming","Kentucky","2","56.41%","73.04%"
"Plymouth","Iowa","2","56.45%","73.07%"
"Curry","New Mexico","2","56.48%","73.09%"
"Miami","Ohio","2","56.51%","73.12%"
"Randall","Texas","2","56.54%","73.15%"
"Harrison","Texas","2","56.57%","73.18%"
"Marion","Iowa","2","56.6%","73.2%"
"Osceola","Michigan","2","56.63%","73.23%"
"Hartley","Texas","2","56.66%","73.26%"
"Edmonson","Kentucky","2","56.69%","73.29%"
"Howard","Missouri","2","56.72%","73.31%"
"Shelby","Indiana","2","56.75%","73.34%"
"Putnam","Indiana","2","56.79%","73.37%"
"Dodge","Nebraska","2","56.82%","73.4%"
"Jeff Davis","Georgia","2","56.85%","73.42%"
"Niagara","New York","2","56.88%","73.45%"
"Merrick","Nebraska","2","56.91%","73.48%"
"Wexford","Michigan","2","56.94%","73.51%"
"Pike","Missouri","2","56.97%","73.53%"
"Quitman","Georgia","2","57%","73.56%"
"Kingsbury","South Dakota","2","57.03%","73.59%"
"Franklin","Kentucky","2","57.06%","73.61%"
"Bladen","North Carolina","2","57.09%","73.64%"
"Mills","Iowa","2","57.13%","73.67%"
"Wibaux","Montana","2","57.16%","73.7%"
"Franklin city","Virginia","2","57.19%","73.72%"
"Russell","Kentucky","2","57.22%","73.75%"
"Jackson","Michigan","2","57.25%","73.78%"
"Wabaunsee","Kansas","2","57.28%","73.81%"
"Toole","Montana","2","57.31%","73.83%"
"Perry","Ohio","2","57.34%","73.86%"
"Noxubee","Mississippi","2","57.37%","73.89%"
"Perry","Missouri","2","57.4%","73.91%"
"Lenoir","North Carolina","2","57.43%","73.94%"
"Taylor","West Virginia","2","57.47%","73.97%"
"Anderson","Kentucky","2","57.5%","74%"
"St. Landry Parish","Louisiana","2","57.53%","74.02%"
"Laurel","Kentucky","2","57.56%","74.05%"
"Greene","Ohio","2","57.59%","74.08%"
"Lewis","Missouri","2","57.62%","74.11%"
"Victoria","Texas","2","57.65%","74.13%"
"Alcona","Michigan","2","57.68%","74.16%"
"Casey","Kentucky","2","57.71%","74.19%"
"Taliaferro","Georgia","2","57.74%","74.21%"
"Putnam","Missouri","2","57.77%","74.24%"
"Love","Oklahoma","2","57.81%","74.27%"
"Kingfisher","Oklahoma","2","57.84%","74.3%"
"Logan","Ohio","2","57.87%","74.32%"
"Otero","Colorado","2","57.9%","74.35%"
"Monroe","New York","2","57.93%","74.38%"
"Washington","Missouri","2","57.96%","74.4%"
"Osage","Missouri","2","57.99%","74.43%"
"Saline","Missouri","2","58.02%","74.46%"
"Douglas","Wisconsin","2","58.05%","74.48%"
"Clay","Georgia","2","58.08%","74.51%"
"St. Louis city","Missouri","2","58.11%","74.54%"
"Lincoln","Wisconsin","2","58.15%","74.57%"
"Jackson","Mississippi","2","58.18%","74.59%"
"Washington","Ohio","2","58.21%","74.62%"
"Jefferson","Iowa","2","58.24%","74.65%"
"Columbia","Arkansas","2","58.27%","74.67%"
"Baltimore city","Maryland","2","58.3%","74.7%"
"Lonoke","Arkansas","2","58.33%","74.73%"
"Butler","Missouri","2","58.36%","74.76%"
"Ward","North Dakota","2","58.39%","74.78%"
"Le Flore","Oklahoma","2","58.42%","74.81%"
"Bartholomew","Indiana","2","58.45%","74.84%"
"Luzerne","Pennsylvania","2","58.49%","74.86%"
"Willacy","Texas","2","58.52%","74.89%"
"Franklin","Alabama","2","58.55%","74.92%"
"Hancock","Ohio","2","58.58%","74.94%"
"DeKalb","Indiana","2","58.61%","74.97%"
"Darlington","South Carolina","2","58.64%","75%"
"Haskell","Oklahoma","2","58.67%","75.03%"
"Lake","Illinois","2","58.7%","75.05%"
"Clark","South Dakota","2","58.73%","75.08%"
"Scotland","North Carolina","2","58.76%","75.11%"
"Phelps","Nebraska","2","58.79%","75.13%"
"St. John the Baptist Parish","Louisiana","2","58.83%","75.16%"
"Stanton","Nebraska","2","58.86%","75.19%"
"Chaves","New Mexico","2","58.89%","75.21%"
"Covington","Mississippi","2","58.92%","75.24%"
"Lincoln","Nebraska","2","58.95%","75.27%"
"Pennington","Minnesota","2","58.98%","75.29%"
"Canadian","Oklahoma","2","59.01%","75.32%"
"Ben Hill","Georgia","2","59.04%","75.35%"
"Robertson","Kentucky","2","59.07%","75.37%"
"Will","Illinois","2","59.1%","75.4%"
"Wells","Indiana","2","59.13%","75.43%"
"Franklin","Kansas","2","59.17%","75.45%"
"Martin","Texas","2","59.2%","75.48%"
"Caldwell Parish","Louisiana","2","59.23%","75.51%"
"Union","South Carolina","2","59.26%","75.53%"
"Leake","Mississippi","2","59.29%","75.56%"
"Morgan","Kentucky","2","59.32%","75.59%"
"Braxton","West Virginia","2","59.35%","75.61%"
"Henderson","Kentucky","2","59.38%","75.64%"
"Noble","Indiana","2","59.41%","75.67%"
"Lowndes","Mississippi","2","59.44%","75.69%"
"Stone","Mississippi","2","59.47%","75.72%"
"Pushmataha","Oklahoma","2","59.51%","75.75%"
"Smyth","Virginia","2","59.54%","75.77%"
"Rusk","Texas","2","59.57%","75.8%"
"Kemper","Mississippi","2","59.6%","75.83%"
"McNairy","Tennessee","2","59.63%","75.85%"
"Guthrie","Iowa","2","59.66%","75.88%"
"Atkinson","Georgia","2","59.69%","75.91%"
"Eaton","Michigan","2","59.72%","75.93%"
"Cuyahoga","Ohio","2","59.75%","75.96%"
"Conway","Arkansas","2","59.78%","75.99%"
"Armstrong","Texas","2","59.81%","76.01%"
"Burke","Georgia","2","59.85%","76.04%"
"Carroll","Ohio","2","59.88%","76.07%"
"Metcalfe","Kentucky","2","59.91%","76.09%"
"Johnson","Kentucky","2","59.94%","76.12%"
"McHenry","Illinois","2","59.97%","76.15%"
"Wayne","Tennessee","2","60%","76.17%"
"McCreary","Kentucky","2","60.03%","76.2%"
"Jackson","Kansas","2","60.06%","76.23%"
"Kendall","Illinois","2","60.09%","76.25%"
"Elliott","Kentucky","2","60.12%","76.28%"
"Muskingum","Ohio","2","60.15%","76.31%"
"Gasconade","Missouri","2","60.19%","76.33%"
"Daviess","Indiana","2","60.22%","76.36%"
"Hot Spring","Arkansas","2","60.25%","76.39%"
"Beauregard Parish","Louisiana","2","60.28%","76.41%"
"St. Joseph","Indiana","2","60.31%","76.44%"
"Summers","West Virginia","2","60.34%","76.47%"
"Waseca","Minnesota","2","60.37%","76.49%"
"Taylor","Texas","2","60.4%","76.52%"
"Carroll","Virginia","2","60.43%","76.54%"
"Lake of the Woods","Minnesota","2","60.46%","76.57%"
"Manitowoc","Wisconsin","2","60.49%","76.6%"
"East Feliciana Parish","Louisiana","2","60.53%","76.62%"
"St. Joseph","Michigan","2","60.56%","76.65%"
"Pulaski","Missouri","2","60.59%","76.68%"
"Nelson","North Dakota","2","60.62%","76.7%"
"Chippewa","Minnesota","2","60.65%","76.73%"
"Terry","Texas","2","60.68%","76.76%"
"Erie","Ohio","2","60.71%","76.78%"
"Dundy","Nebraska","2","60.74%","76.81%"
"Wilkin","Minnesota","2","60.77%","76.84%"
"Adair","Missouri","2","60.8%","76.86%"
"Jerauld","South Dakota","2","60.83%","76.89%"
"Mercer","Ohio","2","60.87%","76.91%"
"Ionia","Michigan","2","60.9%","76.94%"
"Cross","Arkansas","2","60.93%","76.97%"
"Jack","Texas","2","60.96%","76.99%"
"Richmond","North Carolina","2","60.99%","77.02%"
"Champaign","Ohio","2","61.02%","77.05%"
"Washington","New York","2","61.05%","77.07%"
"Vermilion Parish","Louisiana","2","61.08%","77.1%"
"Delta","Texas","2","61.11%","77.12%"
"Fulton","New York","2","61.14%","77.15%"
"Washington","Georgia","2","61.17%","77.18%"
"Jackson","Iowa","2","61.21%","77.2%"
"Wayne","North Carolina","2","61.24%","77.23%"
"Grant","South Dakota","2","61.27%","77.26%"
"Sedgwick","Kansas","2","61.3%","77.28%"
"Franklin","Arkansas","2","61.33%","77.31%"
"Wyandotte","Kansas","2","61.36%","77.34%"
"Lackawanna","Pennsylvania","2","61.39%","77.36%"
"Roseau","Minnesota","2","61.42%","77.39%"
"Craig","Virginia","2","61.45%","77.41%"
"Lea","New Mexico","2","61.48%","77.44%"
"Delaware","Iowa","2","61.51%","77.47%"
"Crisp","Georgia","2","61.55%","77.49%"
"Covington","Alabama","2","61.58%","77.52%"
"Wood","Ohio","2","61.61%","77.55%"
"Ingham","Michigan","2","61.64%","77.57%"
"Jackson","Wisconsin","2","61.67%","77.6%"
"Lyon","Iowa","2","61.7%","77.62%"
"Kearney","Nebraska","2","61.73%","77.65%"
"Valley","Nebraska","2","61.76%","77.68%"
"Clay","Alabama","2","61.79%","77.7%"
"Deaf Smith","Texas","2","61.82%","77.73%"
"Jefferson","New York","2","61.85%","77.75%"
"Decatur","Indiana","2","61.89%","77.78%"
"Montgomery","Indiana","2","61.92%","77.81%"
"Spencer","Indiana","2","61.95%","77.83%"
"Hardeman","Tennessee","2","61.98%","77.86%"
"Crittenden","Arkansas","2","62.01%","77.88%"
"Tuscarawas","Ohio","2","62.04%","77.91%"
"Crawford","Wisconsin","2","62.07%","77.94%"
"Elbert","Georgia","2","62.1%","77.96%"
"Lake","Tennessee","2","62.13%","77.99%"
"Pierce","Georgia","2","62.16%","78.02%"
"Wilkes","Georgia","2","62.19%","78.04%"
"Grundy","Illinois","2","62.23%","78.07%"
"Schuyler","Missouri","2","62.26%","78.09%"
"Morris","Texas","2","62.29%","78.12%"
"Logan","Kentucky","2","62.32%","78.15%"
"Newton","Mississippi","2","62.35%","78.17%"
"Tippah","Mississippi","2","62.38%","78.2%"
"Hickman","Tennessee","2","62.41%","78.22%"
"Monroe","Mississippi","2","62.44%","78.25%"
"Swisher","Texas","2","62.47%","78.28%"
"Daviess","Kentucky","2","62.5%","78.3%"
"Concho","Texas","2","62.53%","78.33%"
"Independence","Arkansas","2","62.57%","78.35%"
"Screven","Georgia","2","62.6%","78.38%"
"Bleckley","Georgia","2","62.63%","78.41%"
"White","Indiana","2","62.66%","78.43%"
"Hockley","Texas","2","62.69%","78.46%"
"Huron","Michigan","2","62.72%","78.48%"
"Tallahatchie","Mississippi","2","62.75%","78.51%"
"Breckinridge","Kentucky","2","62.78%","78.53%"
"Eddy","New Mexico","2","62.81%","78.56%"
"Chase","Nebraska","2","62.84%","78.59%"
"Choctaw","Mississippi","2","62.87%","78.61%"
"Dakota","Nebraska","2","62.91%","78.64%"
"Taylor","Kentucky","2","62.94%","78.66%"
"Hardin","Ohio","2","62.97%","78.69%"
"Corson","South Dakota","2","63%","78.72%"
"Jones","Mississippi","2","63.03%","78.74%"
"Wayne","Missouri","2","63.06%","78.77%"
"Adams","Nebraska","2","63.09%","78.79%"
"Larue","Kentucky","2","63.12%","78.82%"
"Carter","Oklahoma","2","63.15%","78.84%"
"Cedar","Nebraska","2","63.18%","78.87%"
"Falls","Texas","2","63.21%","78.9%"
"Pendleton","West Virginia","2","63.25%","78.92%"
"Coffee","Alabama","2","63.28%","78.95%"
"Erie","Pennsylvania","2","63.31%","78.97%"
"Richland","North Dakota","2","63.34%","79%"
"Ascension Parish","Louisiana","2","63.37%","79.02%"
"Brunswick","Virginia","2","63.4%","79.05%"
"Jackson","Indiana","2","63.43%","79.08%"
"Sumter","Georgia","2","63.46%","79.1%"
"Norton city","Virginia","2","63.49%","79.13%"
"Sumter","Alabama","2","63.52%","79.15%"
"Grady","Oklahoma","2","63.55%","79.18%"
"Greeley","Nebraska","2","63.59%","79.2%"
"Hutchinson","South Dakota","2","63.62%","79.23%"
"Roane","West Virginia","2","63.65%","79.26%"
"Calhoun","Texas","2","63.68%","79.28%"
"Buena Vista city","Virginia","2","63.71%","79.31%"
"Decatur","Georgia","2","63.74%","79.33%"
"Jasper","Iowa","2","63.77%","79.36%"
"Pendleton","Kentucky","2","63.8%","79.38%"
"Coffee","Georgia","2","63.83%","79.41%"
"Brown","Minnesota","2","63.86%","79.44%"
"Gladwin","Michigan","2","63.89%","79.46%"
"Bradford","Pennsylvania","2","63.93%","79.49%"
"Vanderburgh","Indiana","2","63.96%","79.51%"
"Ashtabula","Ohio","2","63.99%","79.54%"
"Lawrence","Mississippi","2","64.02%","79.56%"
"Starke","Indiana","2","64.05%","79.59%"
"Nottoway","Virginia","2","64.08%","79.62%"
"Limestone","Texas","2","64.11%","79.64%"
"Dillon","South Carolina","2","64.14%","79.67%"
"Forest","Pennsylvania","2","64.17%","79.69%"
"Ogemaw","Michigan","2","64.2%","79.72%"
"Highland","Ohio","2","64.23%","79.74%"
"Cerro Gordo","Iowa","2","64.27%","79.77%"
"Glascock","Georgia","2","64.3%","79.79%"
"Terrell","Texas","2","64.33%","79.82%"
"Coshocton","Ohio","2","64.36%","79.85%"
"Sampson","North Carolina","2","64.39%","79.87%"
"Crawford","Georgia","2","64.42%","79.9%"
"Stevens","Minnesota","2","64.45%","79.92%"
"Calhoun","Alabama","2","64.48%","79.95%"
"Choctaw","Alabama","2","64.51%","79.97%"
"Moore","Texas","2","64.54%","80%"
"Clark","Arkansas","2","64.57%","80.02%"
"Schoharie","New York","2","64.61%","80.05%"
"Bon Homme","South Dakota","2","64.64%","80.08%"
"Greene","Indiana","2","64.67%","80.1%"
"Menominee","Michigan","2","64.7%","80.13%"
"Iowa","Iowa","2","64.73%","80.15%"
"Cook","Georgia","2","64.76%","80.18%"
"Allegheny","Pennsylvania","2","64.79%","80.2%"
"Brule","South Dakota","2","64.82%","80.23%"
"Muscogee","Georgia","2","64.85%","80.25%"
"Cedar","Iowa","2","64.88%","80.28%"
"Clayton","Iowa","2","64.91%","80.3%"
"Macon","Missouri","2","64.95%","80.33%"
"Adams","Illinois","2","64.98%","80.35%"
"Eastland","Texas","2","65.01%","80.38%"
"Washington","Iowa","2","65.04%","80.41%"
"Clinton","Indiana","2","65.07%","80.43%"
"Lawrence","Indiana","2","65.1%","80.46%"
"Murray","Minnesota","2","65.13%","80.48%"
"Conecuh","Alabama","2","65.16%","80.51%"
"Henry","Alabama","2","65.19%","80.53%"
"Lyon","Minnesota","2","65.22%","80.56%"
"Pickens","Alabama","2","65.26%","80.58%"
"Roosevelt","New Mexico","2","65.29%","80.61%"
"Perkins","Nebraska","2","65.32%","80.63%"
"Houston","Georgia","2","65.35%","80.66%"
"Butler","Kansas","2","65.38%","80.68%"
"Delta","Michigan","2","65.41%","80.71%"
"Richland","Ohio","2","65.44%","80.73%"
"Upshur","West Virginia","2","65.47%","80.76%"
"Nowata","Oklahoma","2","65.5%","80.79%"
"Schoolcraft","Michigan","2","65.53%","80.81%"
"Florence","Wisconsin","2","65.56%","80.84%"
"Scott","Iowa","2","65.6%","80.86%"
"Jo Daviess","Illinois","2","65.63%","80.89%"
"McLean","Illinois","2","65.66%","80.91%"
"Grant","Minnesota","2","65.69%","80.94%"
"Fulton","Indiana","2","65.72%","80.96%"
"Trimble","Kentucky","2","65.75%","80.99%"
"Onondaga","New York","2","65.78%","81.01%"
"Carroll","Kentucky","2","65.81%","81.04%"
"Graves","Kentucky","2","65.84%","81.06%"
"Cherry","Nebraska","2","65.87%","81.09%"
"Crawford","Indiana","2","65.9%","81.11%"
"Otsego","New York","2","65.94%","81.14%"
"Lake","Oregon","2","65.97%","81.16%"
"Wood","Wisconsin","2","66%","81.19%"
"Lamar","Alabama","2","66.03%","81.21%"
"Rowan","Kentucky","2","66.06%","81.24%"
"Mountrail","North Dakota","2","66.09%","81.26%"
"West Carroll Parish","Louisiana","2","66.12%","81.29%"
"Lake","Michigan","2","66.15%","81.31%"
"Humphreys","Mississippi","2","66.18%","81.34%"
"Callahan","Texas","2","66.21%","81.36%"
"Glasscock","Texas","2","66.24%","81.39%"
"Red Lake","Minnesota","2","66.28%","81.41%"
"Traill","North Dakota","2","66.31%","81.44%"
"Owen","Kentucky","2","66.34%","81.46%"
"Monroe","Illinois","2","66.37%","81.49%"
"Shelby","Missouri","2","66.4%","81.51%"
"Pierce","Nebraska","2","66.43%","81.54%"
"McCone","Montana","2","66.46%","81.56%"
"Montgomery","New York","2","66.49%","81.59%"
"Mineral","Nevada","2","66.52%","81.61%"
"Boone","Illinois","2","66.55%","81.64%"
"Houghton","Michigan","2","66.58%","81.66%"
"Mason","Kentucky","2","66.62%","81.69%"
"Johnson","Nebraska","2","66.65%","81.71%"
"Lincoln","Oklahoma","2","66.68%","81.74%"
"Jasper","Mississippi","2","66.71%","81.76%"
"Winston","Mississippi","2","66.74%","81.79%"
"York","Nebraska","2","66.77%","81.81%"
"Pottawattamie","Iowa","2","66.8%","81.84%"
"Marathon","Wisconsin","2","66.83%","81.86%"
"McCulloch","Texas","2","66.86%","81.89%"
"Marinette","Wisconsin","2","66.89%","81.91%"
"Evangeline Parish","Louisiana","2","66.92%","81.94%"
"Pottawatomie","Oklahoma","2","66.96%","81.96%"
"Darke","Ohio","2","66.99%","81.99%"
"Ware","Georgia","2","67.02%","82.01%"
"Shiawassee","Michigan","2","67.05%","82.04%"
"Cayuga","New York","2","67.08%","82.06%"
"West Baton Rouge Parish","Louisiana","2","67.11%","82.09%"
"Guernsey","Ohio","2","67.14%","82.11%"
"Huntington","Indiana","2","67.17%","82.14%"
"Clay","Kentucky","2","67.2%","82.16%"
"Pontotoc","Oklahoma","2","67.23%","82.19%"
"Clay","Iowa","2","67.26%","82.21%"
"Caddo Parish","Louisiana","2","67.3%","82.24%"
"Effingham","Illinois","2","67.33%","82.26%"
"Jones","Iowa","2","67.36%","82.29%"
"Washington","Pennsylvania","2","67.39%","82.31%"
"Oneida","New York","2","67.42%","82.34%"
"Neshoba","Mississippi","2","67.45%","82.36%"
"Sevier","Arkansas","2","67.48%","82.39%"
"Monroe","West Virginia","2","67.51%","82.41%"
"Toombs","Georgia","2","67.54%","82.44%"
"Rapides Parish","Louisiana","2","67.57%","82.46%"
"Lafayette","Wisconsin","2","67.6%","82.49%"
"Red Willow","Nebraska","2","67.64%","82.51%"
"Clinton","New York","2","67.67%","82.54%"
"Iberville Parish","Louisiana","2","67.7%","82.56%"
"Newton","Indiana","2","67.73%","82.58%"
"Texas","Oklahoma","2","67.76%","82.61%"
"Grant","Arkansas","2","67.79%","82.63%"
"Jennings","Indiana","2","67.82%","82.66%"
"Shelby","Ohio","2","67.85%","82.68%"
"Stark","Ohio","2","67.88%","82.71%"
"Seneca","New York","2","67.91%","82.73%"
"Dawson","Nebraska","2","67.94%","82.76%"
"Putnam","West Virginia","2","67.98%","82.78%"
"Bremer","Iowa","2","68.01%","82.81%"
"Bracken","Kentucky","2","68.04%","82.83%"
"Wood","West Virginia","2","68.07%","82.86%"
"Linn","Iowa","2","68.1%","82.88%"
"Genesee","Michigan","2","68.13%","82.91%"
"Rush","Indiana","2","68.16%","82.93%"
"Richland Parish","Louisiana","2","68.19%","82.96%"
"Crawford","Michigan","2","68.22%","82.98%"
"Livingston","New York","2","68.25%","83%"
"Chase","Kansas","2","68.28%","83.03%"
"Jefferson Davis","Mississippi","2","68.32%","83.05%"
"Prairie","Montana","2","68.35%","83.08%"
"Shannon","Missouri","2","68.38%","83.1%"
"Dyer","Tennessee","2","68.41%","83.13%"
"Yell","Arkansas","2","68.44%","83.15%"
"Logan","Arkansas","2","68.47%","83.18%"
"Shackelford","Texas","2","68.5%","83.2%"
"Pershing","Nevada","2","68.53%","83.23%"
"Mahnomen","Minnesota","2","68.56%","83.25%"
"Clark","Ohio","2","68.59%","83.27%"
"Lee","Mississippi","2","68.62%","83.3%"
"Prentiss","Mississippi","2","68.66%","83.32%"
"Kankakee","Illinois","2","68.69%","83.35%"
"Potter","Texas","2","68.72%","83.37%"
"Johnston","Oklahoma","2","68.75%","83.4%"
"Williamsburg","South Carolina","2","68.78%","83.42%"
"Simpson","Mississippi","2","68.81%","83.45%"
"Decatur","Iowa","2","68.84%","83.47%"
"Antelope","Nebraska","2","68.87%","83.49%"
"Harrison","Kentucky","2","68.9%","83.52%"
"Jefferson","Texas","2","68.93%","83.54%"
"Choctaw","Oklahoma","2","68.96%","83.57%"
"Carroll","Iowa","2","69%","83.59%"
"Marshall","Minnesota","2","69.03%","83.62%"
"Nicholas","Kentucky","2","69.06%","83.64%"
"Carter","Montana","2","69.09%","83.66%"
"Fallon","Montana","2","69.12%","83.69%"
"Marion","South Carolina","2","69.15%","83.71%"
"Scotts Bluff","Nebraska","2","69.18%","83.74%"
"Audrain","Missouri","2","69.21%","83.76%"
"Randolph","Missouri","2","69.24%","83.79%"
"Sheridan","Kansas","2","69.27%","83.81%"
"Evans","Georgia","2","69.3%","83.83%"
"Nolan","Texas","2","69.34%","83.86%"
"Lafayette","Arkansas","2","69.37%","83.88%"
"Lake","Ohio","2","69.4%","83.91%"
"Shawnee","Kansas","2","69.43%","83.93%"
"Washington","North Carolina","2","69.46%","83.96%"
"Clare","Michigan","2","69.49%","83.98%"
"Crockett","Tennessee","2","69.52%","84%"
"Frio","Texas","2","69.55%","84.03%"
"Clark","Wisconsin","2","69.58%","84.05%"
"Aroostook","Maine","2","69.61%","84.08%"
"Foard","Texas","2","69.64%","84.1%"
"Perry","Mississippi","2","69.68%","84.13%"
"Mercer","North Dakota","2","69.71%","84.15%"
"Gratiot","Michigan","2","69.74%","84.17%"
"Gaines","Texas","2","69.77%","84.2%"
"De Baca","New Mexico","2","69.8%","84.22%"
"Nicholas","West Virginia","2","69.83%","84.25%"
"Fulton","Ohio","2","69.86%","84.27%"
"Chester","Tennessee","2","69.89%","84.29%"
"Webster","Mississippi","2","69.92%","84.32%"
"Somerset","Pennsylvania","2","69.95%","84.34%"
"Alleghany","Virginia","2","69.98%","84.37%"
"Blair","Pennsylvania","2","70.02%","84.39%"
"Huntingdon","Pennsylvania","2","70.05%","84.42%"
"Summit","Ohio","2","70.08%","84.44%"
"Edgecombe","North Carolina","2","70.11%","84.46%"
"Vernon Parish","Louisiana","2","70.14%","84.49%"
"Shelby","Iowa","2","70.17%","84.51%"
"Harding","South Dakota","2","70.2%","84.54%"
"Lawrence","Arkansas","2","70.23%","84.56%"
"Giles","Virginia","2","70.26%","84.58%"
"Montgomery","Ohio","2","70.29%","84.61%"
"Dale","Alabama","2","70.32%","84.63%"
"Pike","Mississippi","2","70.36%","84.66%"
"Henry","Virginia","2","70.39%","84.68%"
"Mitchell","Iowa","2","70.42%","84.7%"
"Prowers","Colorado","2","70.45%","84.73%"
"Burt","Nebraska","2","70.48%","84.75%"
"Terrebonne Parish","Louisiana","2","70.51%","84.78%"
"Adams","North Dakota","2","70.54%","84.8%"
"Colquitt","Georgia","2","70.57%","84.82%"
